id,visit,obstime,predtime,time,event,Y1,Y2,Y3,X1,X2,pred_Y1,pred_Y2,pred_Y3,true,X_long1
700,0,0,0,7,True,-0.648932223467082,0.8068910894466854,-0.5012477913169622,0.0,-0.33385612111745877,5.61620571005787,2.386959478244649,1.4748446369240906,1.0,2.209200046224832
700,1,1,1,7,True,-0.3128512208957095,0.6394878519421923,-0.43625475119194357,0.0,-0.33385612111745877,10.224478357023973,0.7736810312784279,2.045903628083784,0.9890834386064628,2.209200046224832
702,0,0,0,7,False,-0.5380516008717378,0.48030083719515865,-0.3757451459309772,1.0,-0.4854002773416258,7.1365776926312785,-0.7604170169829764,2.577569081328173,1.0,2.940632097451501
702,1,1,1,7,False,-0.3650810955936332,0.43465381573054557,-0.44362134015323484,1.0,-0.4854002773416258,9.508313203137316,-1.2003210295627103,1.981177361203036,0.9993160008493791,2.940632097451501
703,0,0,0,4,True,-0.41972056359348076,0.2255542446295722,0.05934726196236839,0.0,-0.8606147439982381,8.759108208204571,-3.2154303927733645,6.400492751845498,1.0,4.448989404158236
703,1,1,1,4,True,-0.3876210758242492,0.258865684630039,-0.1285479870520091,0.0,-0.8606147439982381,9.199249692956178,-2.89440536965385,4.749557957297462,0.5997662220060409,4.448989404158236
704,0,0,0,6,True,-0.7086792437572906,0.6984915487290686,-0.10166405674973156,0.0,0.8843229074314837,4.796967022852914,1.3423043968512869,4.985772636396868,1.0,2.522419145343279
704,1,1,1,6,True,-0.4432193877616867,0.3330846642068682,-0.004586048851311975,0.0,0.8843229074314837,8.436897229834223,-2.179151101623873,5.838745033866303,0.987567791137532,2.522419145343279
705,0,0,0,7,True,-0.47806830043199955,0.490324416669889,-0.14716833856402478,0.0,0.4911772834766852,7.9590562039910315,-0.6638189764128144,4.5859509136965375,1.0,3.0259999941856583
705,1,1,1,7,True,-0.2732569643201198,0.08990285285697919,-0.1819307436541237,0.0,0.4911772834766852,10.767386549269974,-4.522713751865039,4.280512301456658,0.9868767283371633,3.0259999941856583
706,0,0,0,6,True,-0.6006476700888577,0.3926758697023567,-0.705335377680407,0.0,-1.017899108084027,6.278273440460431,-1.6048658674328302,-0.31836354279394263,1.0,1.6513035532027578
706,1,1,1,6,True,-0.5979899222346636,0.3459083923060595,-0.48491069272815046,0.0,-1.017899108084027,6.314715924996327,-2.055567803829975,1.6183899614797266,0.9518018512520652,1.6513035532027578
707,0,0,0,4,True,-0.5403951196630267,0.36370742997674943,-0.05054677486135761,1.0,-1.3524023888547998,7.104443851500958,-1.8840370480398234,5.4349127807854005,1.0,4.302535536486181
707,1,1,1,4,True,-0.2805723826153951,0.4364558135410922,-0.11146622232980041,1.0,-1.3524023888547998,10.66707905859569,-1.182955031911935,4.899646263841177,0.9786351948784461,4.302535536486181
708,0,0,0,10,False,-0.5496698149733893,0.4197405372882955,-0.09435162270360731,1.0,0.8779276093187733,6.977271162831617,-1.344041491861668,5.050023073078536,1.0,2.6373879124227413
708,1,1,1,10,False,-0.3566155066973884,0.32989143390130443,-0.05879773943647737,1.0,0.8779276093187733,9.624391593324635,-2.2099245185837875,5.3624159796310185,0.9998126917714217,2.6373879124227413
709,0,0,0,10,False,-0.7124066633121975,0.6203741169145895,-0.704673493129766,1.0,0.7288069762941164,4.745857422943302,0.5894804314529487,-0.3125479181820429,1.0,1.5148435486745457
709,1,1,1,10,False,-0.5198423279294575,0.31627651237241483,-0.642934094741995,1.0,0.7288069762941164,7.38625944726491,-2.3411326110145234,0.2299230677928853,0.9999815328890812,1.5148435486745457
710,0,0,0,4,True,-0.49537572475411074,0.7383645241112144,-0.293161615534993,0.0,-0.364791034836952,7.721740409635522,1.7265634635178086,3.3031862776252074,1.0,2.4075387148467304
710,1,1,1,4,True,-0.3262751894889955,0.7350715480121802,-0.1554496149321174,0.0,-0.364791034836952,10.04041169806715,1.6948287883338584,4.513187779071956,0.9735332293660203,2.4075387148467304
711,0,0,0,6,True,-0.7393948483111131,0.7367587866406624,-0.44851285849753797,0.0,-1.199225313789868,4.375801056263213,1.7110888425287243,1.9381982125809114,1.0,0.695092062229862
711,1,1,1,6,True,-0.7005397624528329,0.6042879359371663,-0.38848487407170623,0.0,-1.199225313789868,4.908573893722857,0.43445661320583506,2.4656319218154117,0.9507862440305999,0.695092062229862
712,0,0,0,6,True,-0.5104128008451178,0.6818313979671402,-0.21814892457513835,1.0,-1.4664529204161443,7.515555156942403,1.1817491856851619,3.9622825676480953,1.0,2.9681828273012085
712,1,1,1,6,True,-0.4860376502900524,0.460280952641425,-0.3873767451007889,1.0,-1.4664529204161443,7.849782140048161,-0.9533502525807862,2.475368456850388,0.9919484433086875,2.9681828273012085
713,0,0,0,7,True,-0.3728854410723771,0.23068113187091044,0.18590253299859916,1.0,-0.6897460889607149,9.401301644846303,-3.166022168596965,7.512466053369388,1.0,3.1124877424141957
713,1,1,1,7,True,-0.25374409511147666,0.2755803990432184,0.20664037057665263,1.0,-0.6897460889607149,11.034942944157011,-2.73332432419764,7.694678311533906,0.9854957303499063,3.1124877424141957
714,0,0,0,9,True,-0.6461077692861887,0.2846601087018454,-0.24787383742299185,1.0,-0.09746196158336719,5.6549340369934455,-2.645822432864261,3.701105698393279,1.0,3.2880781670051507
714,1,1,1,9,True,-0.3851503102461442,0.2687448240598747,-0.4506241978898031,1.0,-0.09746196158336719,9.233128315501137,-2.7991993093988903,1.919647005543613,0.999500598051834,3.2880781670051507
715,0,0,0,2,True,-0.18643623790871566,0.4465983986453865,0.016400072390526432,0.0,-0.45375151198788366,11.957854250955775,-1.085210124530204,6.0231388274427635,1.0,4.498108183577034
715,1,1,1,2,True,-0.00205466525205078,0.4153142936980223,0.3615189640958172,0.0,-0.45375151198788366,14.486055938576776,-1.3866975568915842,9.055513459376762,0.5632123837842393,4.498108183577034
716,0,0,0,10,False,-0.4926925288704772,0.582586311595815,-0.3293771280012641,1.0,0.6445447790861315,7.758531832246131,0.22531631618428055,2.9849799900975214,1.0,2.6990238460446614
716,1,1,1,10,False,-0.36792350993524914,0.41898107326045975,-0.32381412220087846,1.0,0.6445447790861315,9.469338610221934,-1.351360507704003,3.0338591389121166,0.9999195754588255,2.6990238460446614
718,0,0,0,5,True,-0.4163423669099171,0.567474302308806,-0.5600063072843474,0.0,-0.3577645682015187,8.805429336902204,0.0796806687707673,0.9585650662834304,1.0,3.312238689013
718,1,1,1,5,True,-0.18791245218251762,0.5404383818747505,-0.7134981066728864,0.0,-0.3577645682015187,11.937612708568748,-0.18086666818850006,-0.3900850651998611,0.9881107590542554,3.312238689013
719,0,0,0,6,False,-0.6061636724831339,0.5564221674465828,0.07787888035751445,1.0,2.192959009082918,6.202639165509874,-0.026829642690264277,6.563320145131488,1.0,2.8066783595259963
719,1,1,1,6,False,-0.49006702320129314,0.4686183907251522,-0.20142480421800113,1.0,2.192959009082918,7.794532218662456,-0.8730016920397665,4.109228444942174,0.9999917536468687,2.8066783595259963
720,0,0,0,6,True,-0.7803273008161311,0.6015203245337974,-0.2634127020692823,0.0,-0.5648722957780021,3.814543800396586,0.40778491979540665,3.56457402743884,1.0,0.9231979780764461
720,1,1,1,6,True,-0.7104685887538351,0.4114829504646108,-0.0607336873773372,0.0,-0.5648722957780021,4.772431897271661,-1.423620519395381,5.34540584322382,0.9625004307080312,0.9231979780764461
721,0,0,0,10,False,-0.39981697035446095,0.5570418567365422,-0.08671481130134928,1.0,0.2944190685822581,9.032022129544817,-0.020857647224642673,5.117123639641686,1.0,3.947501167345676
721,1,1,1,10,False,-0.2376779853436144,0.2927902080280273,0.13292670951951546,1.0,0.2944190685822581,11.255238092112217,-2.567472012584774,7.046995900663388,0.9988884763651659,3.947501167345676
723,0,0,0,10,False,-0.6916351793585529,0.7090016319773798,-0.31251351719490295,0.0,1.0276273345458045,5.030671680839798,1.4435909133672293,3.133151495167389,1.0,3.0179558916508262
723,1,1,1,10,False,-0.5285939047083932,0.34766653411574605,-0.34711763534956597,0.0,1.0276273345458045,7.266259650847888,-2.0386244499823447,2.8291036653480566,0.9987471338869145,3.0179558916508262
724,0,0,0,6,False,-0.7033136462614402,0.7272249790885114,-0.5609335635175732,0.0,-0.9135853053415531,4.870538977190041,1.6192107733187653,0.9504177630018198,1.0,1.7295392236145204
724,1,1,1,6,False,-0.7182875513073352,0.580030043922598,-0.5412848308847508,0.0,-0.9135853053415531,4.665219912698703,0.20068135927810574,1.1230606400434624,0.9551893463233307,1.7295392236145204
725,0,0,0,10,True,-0.5188287165505224,0.594487582395834,-0.08003454879095018,1.0,0.0062441420700729364,7.400157875192885,0.3400098188870808,5.175819524039959,1.0,3.2829955338110017
725,1,1,1,10,True,-0.3209295333706764,0.19737215982961442,-0.09465785847725494,1.0,0.0062441420700729364,10.113710220392598,-3.487023407795705,5.047332343553961,0.9990568156131605,3.2829955338110017
726,0,0,0,7,True,-0.6250700506032933,0.426626373884298,-0.3071231326435263,0.0,0.045252957157637774,5.943398849997464,-1.2776821314618196,3.180513913634824,1.0,3.108030817312345
726,1,1,1,7,True,-0.2648727825156785,0.24522615810461923,-0.10315118411055502,0.0,0.045252957157637774,10.88234870238481,-3.0258505824126125,4.972706045747096,0.9730945875791469,3.108030817312345
727,0,0,0,10,True,-0.51809065004498,0.49692543809309575,-0.28952971009193457,0.0,1.3599742677611357,7.41027808925768,-0.6002044027117778,3.3350978831495954,1.0,3.029417618970766
727,1,1,1,10,True,-0.40462792583748153,0.5252901622496187,-0.27416885128045093,0.0,1.3599742677611357,8.96605531086554,-0.32685127753919985,3.4700655122889446,0.998771615938436,3.029417618970766
728,0,0,0,8,True,-0.5841105075048589,0.45047954265700574,-0.4446289624381763,1.0,-1.085358410223789,6.505027566433645,-1.047807227926431,1.9723239245211721,1.0,2.8652068707042764
728,1,1,1,8,True,-0.38359696069792426,0.31543176426726505,-0.4124387553147983,1.0,-1.085358410223789,9.254427520691168,-2.3492735163606167,2.25516201256472,0.9977209357467619,2.8652068707042764
729,0,0,0,4,True,-0.317108084016412,0.19894218807343433,-0.054555532642194815,0.0,-0.17250315776494865,10.166109137309311,-3.4718929194930825,5.399689975855443,1.0,4.049218290752568
729,1,1,1,4,True,-0.20140480046487186,0.07396760172187206,-0.023084355571227455,0.0,-0.17250315776494865,11.752608441570024,-4.676283047097889,5.676210332407229,0.7159229820757188,4.049218290752568
