id,visit,obstime,predtime,time,event,Y1,Y2,Y3,X1,X2,pred_Y1,pred_Y2,pred_Y3,true,X_long1
0,0,0,0,9,True,-0.1874664624980804,0.24452654103385912,-0.3549605603436984,1.0,0.6801946150547451,11.943728026149618,-3.032592848322235,2.7601920891812055,1.0,4.624345363663242
0,1,1,1,9,True,-0.164739414609115,-0.004428218195193456,-0.1882050890688317,1.0,0.6801946150547451,12.255356569065448,-5.43178986100316,4.225382992905797,0.9993971956400548,4.624345363663242
0,2,2,2,9,True,-0.14748491745132997,-0.16232566139596838,-0.3442098303600517,1.0,0.6801946150547451,12.491946637177046,-6.953460204684811,2.8546529884849186,0.9981349352565666,4.624345363663242
0,3,3,3,9,True,0.13799814025433288,-0.3236369827990201,-0.12665495497152324,1.0,0.6801946150547451,16.406430811919606,-8.508030366831163,4.76619101505312,0.9954944889931192,4.624345363663242
0,4,4,4,9,True,0.15447419337613733,-0.45915087643121155,-0.007111539686994406,1.0,0.6801946150547451,16.632347017686243,-9.813988645298863,5.816554900183778,0.9899829243615792,4.624345363663242
0,5,5,5,9,True,0.22683727795132125,-0.4356814671258017,0.08841343942650237,1.0,0.6801946150547451,17.624574548390235,-9.587812062576381,6.655881666529418,0.9785298436485919,4.624345363663242
0,6,6,6,9,True,0.5193041641369913,-0.4213571456332701,0.05598149238566408,1.0,0.6801946150547451,21.634819523384174,-9.449767425711482,6.37091953946381,0.9549529981325799,4.624345363663242
0,7,7,7,9,True,0.4860732885796326,-0.9911176585458397,0.20247733051256567,1.0,0.6801946150547451,21.179164685133713,-14.94059525626402,7.658099910914673,0.9073642875352417,4.624345363663242
0,8,8,8,9,True,0.7336083755152671,-0.851148825704525,0.3215213509066218,1.0,0.6801946150547451,24.573314195407242,-13.591704370782491,8.704075880942497,0.8151757554335648,4.624345363663242
0,9,9,9,9,True,0.7345352717555729,-0.7516327348164851,0.3143418144514628,1.0,0.6801946150547451,24.58602360343119,-12.63265980898483,8.640993144126512,0.651218124398694,4.624345363663242
1,0,0,0,2,True,-0.4570923294986605,0.5149993642495037,-0.5457747103491666,0.0,-0.18187067569935272,8.246674344725225,-0.4260245245035723,1.0836104768806696,1.0,2.3882435863499247
1,1,1,1,2,True,-0.3026652050980998,0.4074520918968904,-0.3693088295867424,0.0,-0.18187067569935272,10.36414688223828,-1.462466227202543,2.634121541580121,0.9796538228819315,2.3882435863499247
1,2,2,2,2,True,-0.24324145908507167,0.17994183384361878,-0.49493249061518346,0.0,-0.18187067569935272,11.17895289994511,-3.655000859462655,1.5303337976202307,0.9383426608652443,2.3882435863499247
2,0,0,0,10,False,-0.6870013000045035,0.6685374943810428,-0.4012429932876938,1.0,0.19901748690537227,5.094210468552357,1.0536347689557823,2.35353316978654,1.0,2.4718282477365445
2,1,1,1,10,False,-0.5687397820968274,0.3526834315218918,-0.48415012401758556,1.0,0.19901748690537227,6.715787749008428,-1.9902762066829376,1.6250726708856469,0.999891856667172,2.4718282477365445
2,2,2,2,10,False,-0.45686333541086155,0.2299107874444966,-0.2813965557838054,1.0,0.19901748690537227,8.24981426392044,-3.1734460397143955,3.406559548663508,0.9996652331574122,2.4718282477365445
2,3,3,3,10,False,-0.2948804861204585,0.22317806145515884,-0.28790601675615485,1.0,0.19901748690537227,10.470889326037566,-3.2383298608987765,3.349364405788012,0.9991904115277896,2.4718282477365445
